5.93,5.93,49.28,47.50,48.85
16.03,16.03,83.40,41.23,70.81
9.21,9.21,93.78,29.26,72.00
11.57,11.57,92.61,24.54,71.29
19.91,19.91,92.53,21.34,71.15
24.18,24.18,86.22,12.72,74.05
24.52,24.52,86.49,8.15,72.08
24.08,24.08,77.23,10.38,71.32
22.45,22.45,77.05,9.68,71.46
24.05,24.05,78.85,15.70,71.11
21.45,21.45,78.47,25.37,69.54
24.04,24.04,52.64,17.54,67.27
29.34,29.34,55.10,18.38,70.47
32.95,32.95,45.90,33.40,70.75
27.13,27.13,39.90,25.51,67.13
26.28,26.28,36.82,26.89,61.02
27.90,27.90,33.74,26.87,56.79
30.79,30.79,28.61,27.93,55.78
23.15,23.15,23.75,24.79,53.64
14.46,14.46,32.37,23.25,52.01
17.43,17.43,54.07,21.73,57.10
22.45,22.45,67.13,32.81,72.04
19.20,19.20,64.61,24.52,74.79
22.56,22.56,58.33,27.22,72.78
21.52,21.52,53.51,33.66,73.76
24.42,24.42,47.56,24.38,72.90
24.32,24.32,40.45,22.53,72.49
21.14,21.14,42.39,28.34,68.72
16.15,16.15,50.26,19.57,62.76
9.17,9.17,59.75,5.74,55.61
7.40,7.40,80.13,-0.00,64.55
4.32,4.32,91.88,-0.00,60.73
17.09,17.09,95.22,-0.00,62.67
23.15,23.15,93.75,-0.00,67.95
28.66,28.66,90.03,-0.00,65.62
37.03,37.03,93.20,-0.00,64.80
41.24,41.24,90.92,0.98,69.30
38.01,38.01,90.09,4.29,70.44
32.75,32.75,90.68,2.46,71.64
21.11,21.11,84.91,0.09,70.89
11.04,11.04,85.11,-0.00,69.58
16.63,16.63,83.41,0.80,62.79
12.60,12.60,83.11,5.17,63.83
11.36,11.36,78.25,10.99,49.21
10.52,10.52,73.92,19.79,50.00
16.08,16.08,65.24,24.45,55.52
19.64,19.64,62.96,29.87,54.05
25.70,25.70,58.33,30.17,55.64
30.40,30.40,51.31,22.44,54.08
33.31,33.31,43.08,30.90,45.66
39.53,39.53,40.67,35.34,38.36
35.87,35.87,32.90,29.82,47.67
34.08,34.08,25.75,30.47,52.07
25.26,25.26,24.51,17.78,52.62
22.47,22.47,30.16,25.59,54.65
25.43,25.43,38.77,28.79,76.63
27.51,27.51,34.02,20.38,74.72
32.45,32.45,31.74,26.47,74.19
35.70,35.70,31.24,27.26,74.23
34.82,34.82,29.01,30.73,73.23
29.25,29.25,25.67,29.58,71.00
24.00,24.00,32.53,17.99,66.10
14.06,14.06,43.37,24.41,64.24
12.08,12.08,60.94,28.28,62.13
10.99,10.99,80.37,28.11,63.16
20.21,20.21,72.05,22.54,57.73
17.47,17.47,72.40,28.59,61.10
15.92,15.92,67.98,32.95,76.44
19.76,19.76,65.30,31.12,75.12
21.79,21.79,59.38,36.04,74.47
23.27,23.27,54.68,34.78,74.18
23.90,23.90,49.13,40.04,74.21
25.03,25.03,39.48,31.76,73.59
24.96,24.96,35.47,34.41,72.41
23.97,23.97,31.85,31.27,72.34
26.52,26.52,24.28,23.48,71.20
27.42,27.42,23.15,18.20,70.37
27.76,27.76,22.10,29.16,70.21
25.85,25.85,20.87,30.39,69.65
23.48,23.48,11.89,23.59,68.66
26.46,26.46,10.73,23.43,67.90
25.99,25.99,11.27,21.09,67.30
21.82,21.82,10.12,20.44,67.01
21.45,21.45,9.84,26.28,65.82
21.33,21.33,11.39,26.08,64.63
19.73,19.73,17.78,32.40,65.20
15.08,15.08,33.10,31.66,66.50
16.94,16.94,49.92,25.58,63.90
17.16,17.16,67.84,30.87,72.87
15.24,15.24,64.39,22.05,75.45
19.99,19.99,59.61,22.55,73.90
18.58,18.58,54.69,28.76,73.40
19.49,19.49,47.71,27.98,75.28
19.69,19.69,40.70,26.18,73.42
19.82,19.82,34.31,17.51,71.93
17.23,17.23,38.15,24.58,72.08
9.81,9.81,47.81,23.33,70.98
4.34,4.34,61.71,25.40,70.67
0.53,0.53,63.17,25.18,71.90
7.17,7.17,56.06,26.30,70.14
21.12,21.12,47.64,22.15,69.49
26.38,26.38,39.46,24.38,69.55
31.71,31.71,36.24,26.48,68.78
32.83,32.83,33.32,29.14,64.95
32.60,32.60,33.66,34.17,56.88
30.69,30.69,35.71,36.48,52.27
31.21,31.21,28.16,33.90,53.20
25.74,25.74,24.91,30.03,53.79
19.35,19.35,27.25,23.32,55.77
20.31,20.31,39.56,20.15,55.62
24.90,24.90,68.57,30.68,65.71
16.09,16.09,67.17,29.57,75.89
18.45,18.45,61.78,21.10,73.69
20.51,20.51,57.91,27.98,73.64
21.81,21.81,51.70,27.98,74.51
19.40,19.40,44.93,31.70,73.40
21.92,21.92,35.45,26.24,70.79
20.92,20.92,26.00,17.20,66.29
21.81,21.81,19.07,26.11,63.43
21.39,21.39,16.94,15.96,58.57
16.58,16.58,22.45,14.45,56.53
21.27,21.27,34.54,25.70,56.68
26.53,26.53,47.00,28.36,78.01
20.59,20.59,40.33,17.05,77.57
30.33,30.33,33.50,25.40,73.77
37.36,37.36,28.75,25.56,75.05
35.78,35.78,29.64,16.02,75.19
30.14,30.14,34.25,16.12,73.06
21.02,21.02,43.59,23.15,72.81
10.81,10.81,53.25,29.77,71.58
12.32,12.32,63.51,47.94,66.58
18.42,18.42,86.24,42.52,62.15
17.68,17.68,79.60,33.25,57.12
17.68,17.68,77.05,26.37,50.93
19.58,19.58,70.88,30.02,54.88
20.90,20.90,66.31,39.06,48.23
20.86,20.86,61.81,36.39,44.80
25.80,25.80,59.39,38.68,48.97
32.51,32.51,58.36,42.22,42.72
37.39,37.39,51.37,37.79,41.48
38.59,38.59,48.06,32.49,41.70
38.57,38.57,43.57,30.03,47.78
31.12,31.12,29.41,26.13,50.02
23.13,23.13,22.60,22.95,48.92
27.80,27.80,32.63,34.09,68.72
27.33,27.33,30.99,23.73,74.42
29.96,29.96,28.69,17.17,72.40
33.28,33.28,28.01,29.29,73.65
33.56,33.56,23.85,27.55,71.98
27.69,27.69,18.46,35.67,71.56
26.84,26.84,13.34,20.82,67.31
24.59,24.59,16.63,27.81,62.94
21.85,21.85,24.25,23.60,59.64
12.81,12.81,32.64,16.74,52.96
18.33,18.33,48.16,19.70,55.74
21.12,21.12,71.56,31.71,69.85
18.91,18.91,68.13,28.84,77.09
19.52,19.52,64.54,26.06,74.15
21.27,21.27,59.81,25.40,73.86
25.09,25.09,53.83,25.31,75.34
24.94,24.94,46.61,16.56,73.82
19.58,19.58,41.28,23.64,73.29
12.48,12.48,44.64,21.14,72.86
7.14,7.14,51.91,20.70,72.38
3.23,3.23,70.03,25.76,70.38
1.46,1.46,75.49,32.94,69.10
1.95,1.95,68.15,29.69,70.07
7.39,7.39,60.86,23.85,70.71
17.97,17.97,57.39,31.51,70.26
27.73,27.73,56.83,32.27,69.02
35.95,35.95,51.74,34.62,67.45
38.60,38.60,50.65,37.36,66.89
35.45,35.45,49.83,36.24,65.71
30.78,30.78,45.79,26.58,64.85
20.75,20.75,51.04,17.11,63.61
23.92,23.92,70.88,3.41,63.73
16.90,16.90,91.85,0.07,66.61
30.88,30.88,95.68,-0.00,65.29
